participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.treatment,session.config.participation_fee,consent_start2_copy.1.player.id_in_group,consent_start2_copy.1.player.payoff,consent_start2_copy.1.group.id_in_subsession,consent_start2_copy.1.subsession.round_number,ultimatum_customer_vignette.1.player.id_in_group,ultimatum_customer_vignette.1.player.valid_code,ultimatum_customer_vignette.1.player.payoff,ultimatum_customer_vignette.1.group.id_in_subsession,ultimatum_customer_vignette.1.group.amount_offered,ultimatum_customer_vignette.1.group.offer_accepted,ultimatum_customer_vignette.1.subsession.round_number,ultimatum_banker_vignette.1.player.id_in_group,ultimatum_banker_vignette.1.player.valid_code,ultimatum_banker_vignette.1.player.payoff,ultimatum_banker_vignette.1.group.id_in_subsession,ultimatum_banker_vignette.1.group.amount_offered,ultimatum_banker_vignette.1.group.offer_accepted,ultimatum_banker_vignette.1.subsession.round_number
112,2lvlg5ov,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,112,0,1,1,,,,,,,,112,,0,1,,,1
113,4da46bq4,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,113,0,1,1,,,,,,,,113,,0,1,,,1
114,wpc6homm,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,114,0,1,1,,,,,,,,114,,0,1,,,1
115,o7o5m3xt,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,115,0,1,1,,,,,,,,115,,0,1,,,1
116,z63vbqlx,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,116,0,1,1,,,,,,,,116,,0,1,,,1
117,bxs20o3v,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,117,0,1,1,,,,,,,,117,,0,1,,,1
118,f2fgdghs,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,118,0,1,1,,,,,,,,118,,0,1,,,1
119,h4olnmr7,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,119,0,1,1,,,,,,,,119,,0,1,,,1
120,e69qz06s,,0,0,10,,,,,,0,0,,,0,$0.25,dd85lvth,,,3E6L1VR4XW1WLOUDN2NH49MLGZ0F6X,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,120,0,1,1,,,,,,,,120,,0,1,,,1
1,e03xg6m4,,0,9,10,ultimatum_customer_vignette,1,Results,10.157.148.138,2017-08-17 01:09:02.748621+00:00,0,1,A32QJF67JMJFKX,3U4J9857OFQSYRUWRCBEGHRHI8BB7J,7,$0.32,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,1,0,1,1,2,,7,4,7,1,1,,,,,,,
2,f7e7gigh,,0,9,10,ultimatum_customer_vignette,1,Results,10.169.124.243,2017-08-17 01:09:11.032625+00:00,0,1,ACJTRTT2SO4E0,3WQQ9FUS6B9WY5ZF1H3KUHNCTSHB86,5,$0.30,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,2,0,1,1,2,,5,31,5,1,1,,,,,,,
3,podiwdd7,,0,11,10,ultimatum_customer_vignette,1,Validation,10.230.176.210,2017-08-17 01:09:20.004389+00:00,0,1,A1XYN63I623XUD,36H9ULYP639BV37EXNM72XNBO13JFG,10,$0.35,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,3,0,1,1,2,9616125,10,2,10,1,1,,,,,,,
4,tcnk0k7w,,0,11,10,ultimatum_customer_vignette,1,Validation,10.63.211.204,2017-08-17 01:09:32.773335+00:00,0,1,A283BCKHLF447S,35GMH2SV3FWXQ0YFIPU6SBJXBUYOEM,5,$0.30,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,4,0,1,1,2,786291,5,9,5,1,1,,,,,,,
5,0f1cacgr,,0,11,10,ultimatum_customer_vignette,1,Validation,10.138.121.5,2017-08-17 01:09:35.147486+00:00,0,1,A13V13Y2DJGFT4,3HFNH7HEMITYVQ7M3XCYHJZ93BVGQ3,90,$1.15,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,5,0,1,1,1,10,90,2,10,1,1,,,,,,,
6,m5qjww6s,,0,11,10,ultimatum_customer_vignette,1,Validation,10.65.219.125,2017-08-17 01:09:50.142828+00:00,0,1,A1F3TWJXGO0URG,3IGI0VL648Z1K6BSBOXPIYD6PMZONB,90,$1.15,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,6,0,1,1,1,4541443,90,3,10,1,1,,,,,,,
7,6v9ercbn,,0,3,10,consent_start2_copy,1,Proceed,10.157.112.148,2017-08-17 01:09:52.734652+00:00,0,1,A1B0SWHFLJ4HI,3PJ71Z61R5HVZC0X4CG9O15ERM891A,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,7,0,1,1,7,,0,1,,,1,,,,,,,
8,1pyuqcdg,,0,11,10,ultimatum_customer_vignette,1,Validation,10.164.78.133,2017-08-17 01:09:56.709501+00:00,0,1,A5CRCV0ZJ72UY,3QXNC7EIPJAVSNFF8TC9AWM4MU2907,93,$1.18,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,8,0,1,1,1,8427014,93,4,7,1,1,,,,,,,
9,m8shiwgu,,0,9,10,ultimatum_customer_vignette,1,Results,10.45.73.26,2017-08-17 01:10:06.098829+00:00,0,1,A1YSYI926BBOHW,3LS2AMNW5G5MN3OKRGP6MS8BUXMOQY,10,$0.35,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,9,0,1,1,2,,10,3,10,1,1,,,,,,,
10,202ds56g,,0,11,10,ultimatum_customer_vignette,1,Validation,10.179.86.73,2017-08-17 01:10:14.279927+00:00,0,1,A7KLTVEIASF4J,3EJPLAJKENV5CPJ7EGMPWLYOE0D6ZL,100,$1.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,10,0,1,1,1,1212812,100,5,0,1,1,,,,,,,
11,fxy0ix3u,,0,11,10,ultimatum_customer_vignette,1,Validation,10.41.215.197,2017-08-17 01:10:46.618730+00:00,0,1,A1MLC8HETIE13W,3IX2EGZR7CY8YTCNOIM1JM1URPERJJ,90,$1.15,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,11,0,1,1,1,8926398,90,14,10,1,1,,,,,,,
12,puv9ah2i,,0,3,10,consent_start2_copy,1,Proceed,10.146.95.78,2017-08-17 01:10:46.249557+00:00,0,1,A2C7A6E70NYNUI,3A1COHJ8NKA6PI2119DGGSQAO5MH8S,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,12,0,1,1,12,,0,1,,,1,,,,,,,
13,fxdtf8wk,,0,9,10,ultimatum_customer_vignette,1,Results,10.71.208.122,2017-08-17 01:11:02.629300+00:00,0,1,A385Z5HO5XER0G,39RP059MEI8BJU1JVID3ZZO7DX6BMU,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,13,0,1,1,2,,0,5,0,1,1,,,,,,,
14,idlhfmck,,0,9,10,ultimatum_customer_vignette,1,Results,10.180.71.118,2017-08-17 01:11:33.164440+00:00,0,1,A2Z7SWO6HS5OOI,3E7TUJ2EGD1PR7G9K504P36NGJB9D0,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,14,0,1,1,1,,0,15,0,0,1,,,,,,,
15,pobypx1q,,0,9,10,ultimatum_customer_vignette,1,Results,10.30.24.121,2017-08-17 01:11:48.061560+00:00,0,1,A1CEDP4V25M6G9,3B837J3LDPB1XWVDBCVFBNSHN8RRSZ,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,15,0,1,1,1,,0,6,50,0,1,,,,,,,
16,wgprc5kz,,0,3,10,consent_start2_copy,1,Proceed,10.109.163.176,2017-08-17 01:12:03.647172+00:00,0,1,A39PKC5DMX5FJN,3XCC1ODXDMQPKGG0J86AGNDG5K6RQA,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,16,0,1,1,16,,0,1,,,1,,,,,,,
17,d4bsmtzo,,0,11,10,ultimatum_customer_vignette,1,Validation,10.179.109.26,2017-08-17 01:12:23.238340+00:00,0,1,A1QIJ94TJ6FZ2W,3A0EX8ZRN93BDBQXEL1ETUBEM7KBYK,90,$1.15,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,17,0,1,1,1,1607488,90,13,10,1,1,,,,,,,
18,pnvop53k,,0,3,10,consent_start2_copy,1,Proceed,10.155.8.85,2017-08-17 01:12:39.952083+00:00,0,1,A1PDJEO7XOY2P5,3AAPLD8UCDWPN2UP47OB7OMX2I7THT,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,18,0,1,1,18,,0,1,,,1,,,,,,,
19,mw4t42mi,,0,9,10,ultimatum_customer_vignette,1,Results,10.171.119.12,2017-08-17 01:13:01.213373+00:00,0,1,AHEJHFN0VV6E3,3GNCZX450J2CLNT4HK5ZLSYW0KWPA9,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,19,0,1,1,2,,0,6,50,0,1,,,,,,,
20,wsx0obsr,,0,3,10,consent_start2_copy,1,Proceed,10.236.12.50,2017-08-17 01:13:58.666788+00:00,0,1,ASH9UB9F5TNHY,3FE2ERCCZYN1NRN5R3AHMNI1P10PO8,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,20,0,1,1,20,,0,1,,,1,,,,,,,
21,xz08owv4,,0,11,10,ultimatum_customer_vignette,1,Validation,10.81.229.55,2017-08-17 01:14:16.263946+00:00,0,1,A2Z596CRYWL6XC,3VELCLL3GLY40MRA7YG1YXRPUK3F18,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,21,0,1,1,1,8622794,0,8,100,0,1,,,,,,,
22,oeme9qhf,,0,9,10,ultimatum_customer_vignette,1,Results,10.71.208.122,2017-08-17 01:14:18.650974+00:00,0,1,A2CXEAMWU2SFV3,3U4J9857OFQSYRUWRCBEGHRHI8BB7J,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,22,0,1,1,1,,0,7,0,0,1,,,,,,,
23,39luywjx,,0,11,10,ultimatum_customer_vignette,1,Validation,10.158.160.96,2017-08-17 01:14:22.837760+00:00,0,1,AGK30V341UN88,3A1COHJ8NKA6PI2119DGGSQAO5MH8S,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,23,0,1,1,2,1736531,0,8,100,0,1,,,,,,,
24,z2y0qxeu,,0,9,10,ultimatum_customer_vignette,1,Results,10.150.98.212,2017-08-17 01:14:43.069084+00:00,0,1,A31JM9RECQGYEX,3VHP9MDGROZONP18NV5LFTAGYHUCFV,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,24,0,1,1,2,,0,7,0,0,1,,,,,,,
25,74ei66ew,,0,11,10,ultimatum_customer_vignette,1,Validation,10.45.50.47,2017-08-17 01:14:43.286240+00:00,0,1,AFWW5DZS9GI7C,34YB12FSQZ37AB9UB45H0AF4TAYMGM,95,$1.20,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,25,0,1,1,1,8134175,95,9,5,1,1,,,,,,,
26,sw1u86jr,,0,9,10,ultimatum_customer_vignette,1,Results,10.152.65.114,2017-08-17 01:14:56.469291+00:00,0,1,AROOCBM042SJD,3J88R45B2HDOH01XSUXD509U155PXD,75,$1.00,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,26,0,1,1,1,,75,22,25,1,1,,,,,,,
27,em3gtsxj,,0,3,10,consent_start2_copy,1,Proceed,10.45.224.229,2017-08-17 01:15:14.126236+00:00,0,1,A2DDXYTEVDV5F5,3QFUFYSY9ZULSLOTUGZ3WVYS64DF4L,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,27,0,1,1,27,,0,1,,,1,,,,,,,
28,ihz7w0rr,,0,9,10,ultimatum_customer_vignette,1,Results,10.63.30.96,2017-08-17 01:15:30.267184+00:00,0,1,A2V272VAW0GIPL,3VE8AYVF8NCMBMBV6JPGD7EX8Q9F8S,99,$1.24,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,28,0,1,1,1,,99,10,1,1,1,,,,,,,
29,6x0awqqb,,0,3,10,consent_start2_copy,1,Proceed,10.99.212.2,2017-08-17 01:16:05.308156+00:00,0,1,A1DJS7CLACT2NJ,3FE7TXL1LJ28GWZF4IR9FF58TSQQ2U,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,29,0,1,1,29,,0,1,,,1,,,,,,,
30,10490dgv,,0,9,10,ultimatum_customer_vignette,1,Results,10.63.231.107,2017-08-17 01:16:18.012605+00:00,0,1,AXKM85DGEKNO5,3KGTPGBS6Y008P6WLRBEPG2XWDWU23,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,30,0,1,1,2,,0,11,10,0,1,,,,,,,
31,fa2zbxu7,,0,11,10,ultimatum_customer_vignette,1,Validation,10.71.211.222,2017-08-17 01:16:52.335931+00:00,0,1,A19YRUF7K6FY78,3TXD01ZLD5WAB3LJP5U2IVZVGRSU4Z,1,$0.26,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,31,0,1,1,2,4912503,1,10,1,1,1,,,,,,,
32,uziqrqe5,,0,11,10,ultimatum_customer_vignette,1,Validation,10.109.132.249,2017-08-17 01:16:58.918685+00:00,0,1,A31BO9NWS3PW78,3KIBXJ1WD690C0QPEB59Q6W2VRUKO2,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,32,0,1,1,1,6346225,0,11,10,0,1,,,,,,,
33,usn97m1a,,0,11,10,ultimatum_customer_vignette,1,Validation,10.143.28.92,2017-08-17 01:17:34.755882+00:00,0,1,AEMKB98WAW7YA,3RWE2M8QWIPGHPJ993VESXHORJJN0K,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,33,0,1,1,1,1919202,0,12,15,0,1,,,,,,,
34,m04cnquc,,0,11,10,ultimatum_customer_vignette,1,Validation,10.168.65.231,2017-08-17 01:18:15.338202+00:00,0,1,A30KJRKR8M95SO,3X0H8UUIT2365SCZA65LYM0YFN6WS7,10,$0.35,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,34,0,1,1,2,6824512,10,13,10,1,1,,,,,,,
35,2too8hot,,0,11,10,ultimatum_customer_vignette,1,Validation,10.234.210.245,2017-08-17 01:18:25.611639+00:00,0,1,A1KX3LRN6JMVMD,3TXMY6UCAF3LEERH1BGFRSEU5J4CQQ,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,35,0,1,1,2,5102141,0,12,15,0,1,,,,,,,
36,toqmku0g,,0,3,10,consent_start2_copy,1,Proceed,10.13.194.229,2017-08-17 01:18:45.567832+00:00,0,1,A6YF5R5J1X7P7,3SNLUL3WO5269BS4VXTJ4C162DNULS,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,36,0,1,1,36,,0,1,,,1,,,,,,,
37,xhbuh952,,0,11,10,ultimatum_customer_vignette,1,Validation,10.93.232.18,2017-08-17 01:18:52.743718+00:00,0,1,ADI447UT54SGG,3IAS3U3I0GVLCQXQL0UJKQA97SQ2BV,10,$0.35,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,37,0,1,1,2,3914115,10,14,10,1,1,,,,,,,
38,xxb980uq,,0,9,10,ultimatum_customer_vignette,1,Results,10.111.221.243,2017-08-17 01:19:53.649446+00:00,0,1,A36MOV8E6SYHCR,30ZX6P7VF9ARU9V29S70IETMFXZ2JG,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,38,0,1,1,2,,0,21,25,0,1,,,,,,,
39,em9wbic2,,0,9,10,ultimatum_customer_vignette,1,Results,10.164.172.163,2017-08-17 01:20:59.229078+00:00,0,1,A3BJYSSDEO463M,3EG49X351VRG7UJSDYY4Z0ID60FX6F,90,$1.15,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,39,0,1,1,1,,90,16,10,1,1,,,,,,,
40,ztspwg4q,,0,3,10,consent_start2_copy,1,Proceed,10.63.100.174,2017-08-17 01:21:09.395280+00:00,0,1,A1PD0NGV29HX0W,3TE3O85731N8SXEFHXG9K5FDPET2R8,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,40,0,1,1,40,,0,1,,,1,,,,,,,
41,589sxjiv,,0,9,10,ultimatum_customer_vignette,1,Results,10.30.24.121,2017-08-17 01:21:50.448773+00:00,0,1,A2TKGUJXGAL13U,3TE3O85731N8SXEFHXG9K5FDPET2R8,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,41,0,1,1,2,,0,15,0,0,1,,,,,,,
42,t4pnba8g,,0,11,10,ultimatum_customer_vignette,1,Validation,10.43.185.17,2017-08-17 01:22:47.739732+00:00,0,1,A1MV2B8I02QVOE,3D4CH1LGEB8S3RQ0MV1CVO9KTBSG9I,10,$0.35,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,42,0,1,1,2,8882502,10,16,10,1,1,,,,,,,
43,j3bsea93,,0,11,10,ultimatum_customer_vignette,1,Validation,10.229.95.34,2017-08-17 01:23:32.725132+00:00,0,1,A1MTLVD3BP940U,3WQ3B2KGE9VEN5FU2WU5F704FMCB1N,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,43,0,1,1,2,3476589,0,18,5,0,1,,,,,,,
44,q2213yon,,0,9,10,ultimatum_customer_vignette,1,Results,10.167.190.210,2017-08-17 01:23:33.305520+00:00,0,1,A18WG7Z9X9GH7E,3J2UYBXQQMR8A4DHAM9XQMV2WTV60U,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,44,0,1,1,1,,0,17,0,0,1,,,,,,,
45,8xus74jw,,0,11,10,ultimatum_customer_vignette,1,Validation,10.33.230.36,2017-08-17 01:23:45.347173+00:00,0,1,A3HJC6BU35CPE0,3YMU66OBIONLIX8JK7P48578CO0GH8,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,45,0,1,1,1,3405002,0,18,5,0,1,,,,,,,
46,g6mua8q0,,0,9,10,ultimatum_customer_vignette,1,Results,10.179.109.26,2017-08-17 01:24:03.381427+00:00,0,1,A37CO0N1KC1CDW,3M0NZ3JDP2D9TLJT9XCK4FKOI535Z5,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,46,0,1,1,2,,0,17,0,0,1,,,,,,,
47,krzdziq6,,0,11,10,ultimatum_customer_vignette,1,Validation,10.99.212.2,2017-08-17 01:25:00.735207+00:00,0,1,A3KFFH8ZDO9BTU,32Q90QCQ1T0E09D0KX2DLU2ORPPEKT,95,$1.20,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,47,0,1,1,1,51331,95,20,5,1,1,,,,,,,
48,f0xksuwz,,0,11,10,ultimatum_customer_vignette,1,Validation,10.13.226.198,2017-08-17 01:25:02.625705+00:00,0,1,A12CQAHCTJKV11,38SKSKU7R2C10KX41G45L9DV8I1IL9,50,$0.75,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,48,0,1,1,2,2959373,50,19,50,1,1,,,,,,,
49,21hkjmhw,,0,9,10,ultimatum_customer_vignette,1,Results,10.168.65.231,2017-08-17 01:25:15.950493+00:00,0,1,AYLAJHJXMPIBM,3EA3QWIZ4JAPJX59AP6W70NC2VNITC,50,$0.75,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,49,0,1,1,1,,50,19,50,1,1,,,,,,,
50,2byqc1q8,,0,10,10,ultimatum_customer_vignette,1,Validation,10.170.176.153,2017-08-17 01:27:05.672137+00:00,0,1,A2B8L88BUHVOO6,3IJXV6UZ1YYC3ISH60117LMUEAQRI8,5,$0.30,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,50,0,1,1,2,,5,20,5,1,1,,,,,,,
51,4l24i5oq,,0,11,10,ultimatum_customer_vignette,1,Validation,10.179.109.26,2017-08-17 01:27:29.453324+00:00,0,1,A1KRYIRDA2OOWC,3MD9PLUKKJTDJAPZDX86YWKA9Q3ZNP,0,$0.25,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,51,0,1,1,1,1003447,0,21,25,0,1,,,,,,,
52,yex842n6,,0,11,10,ultimatum_customer_vignette,1,Validation,10.170.176.153,2017-08-17 01:32:06.122237+00:00,0,1,A2UDKHTHITU4PT,3M1CVSFP61KXLZUJHXKOLXO65GJQA2,25,$0.50,ymybjutu,,,3X878VYTIEXFPO8I6CS9ANMHBAKF7W,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,0.01,direct_response,$0.25,52,0,1,1,2,1229159,25,22,25,1,1,,,,,,,
