participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.exclude_from_data_analysis,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.treatment,session.config.real_world_currency_per_point,consent_start2_copy.1.player.id_in_group,consent_start2_copy.1.player.payoff,consent_start2_copy.1.group.id_in_subsession,consent_start2_copy.1.subsession.round_number,ultimatum_windfall_vignette.1.player.id_in_group,ultimatum_windfall_vignette.1.player.valid_code,ultimatum_windfall_vignette.1.player.payoff,ultimatum_windfall_vignette.1.group.id_in_subsession,ultimatum_windfall_vignette.1.group.amount_offered,ultimatum_windfall_vignette.1.group.offer_accepted,ultimatum_windfall_vignette.1.subsession.round_number,consent_start.1.player.id_in_group,consent_start.1.player.payoff,consent_start.1.group.id_in_subsession,consent_start.1.subsession.round_number,ultimatum_t1.1.player.id_in_group,ultimatum_t1.1.player.valid_code,ultimatum_t1.1.player.payoff,ultimatum_t1.1.group.id_in_subsession,ultimatum_t1.1.group.amount_offered,ultimatum_t1.1.group.offer_accepted,ultimatum_t1.1.subsession.round_number
112,ljd4tess,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,112,0.00,1,1,112,,0.00,1,,,1
113,m9ep5mol,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,113,0.00,1,1,113,,0.00,1,,,1
114,gbw501j3,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,114,0.00,1,1,114,,0.00,1,,,1
115,ua2u6vlz,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,115,0.00,1,1,115,,0.00,1,,,1
116,p3xj99ca,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,116,0.00,1,1,116,,0.00,1,,,1
117,umgmuik9,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,117,0.00,1,1,117,,0.00,1,,,1
118,1endbr6v,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,118,0.00,1,1,118,,0.00,1,,,1
119,wmge5p5f,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,119,0.00,1,1,119,,0.00,1,,,1
120,zeactdwy,,0,0,9,,,,,,0,0,,,0.00,$0.25,urss1qre,,,3NSCTNUR2Z256TDR73RKY2XUNPPA5E,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,,,,,,,,,,,,120,0.00,1,1,120,,0.00,1,,,1
1,ktsr7a9u,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.81.172.78,2017-08-17 23:59:31.599674+00:00,0,1,AVOF14300525D,3VHHR074H4W4B0G8IP08UKNMU497LQ,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,1,0.00,1,1,1,6415945,0.50,2,0.50,1,1,,,,,,,,,,,
2,2uru22w3,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.71.204.252,2017-08-17 23:59:38.288476+00:00,0,1,AMB2CMVR8TCXU,33FBRBDW6PEF8ARLFHZF51TUBF1C82,0.60,$0.85,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,2,0.00,1,1,1,7594652,0.60,3,0.40,1,1,,,,,,,,,,,
3,iemzz80e,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.152.65.114,2017-08-18 00:00:01.979161+00:00,0,1,A2GOYSTIL3LOV1,3RJSC4XJ119CR0D353ZSYGH200305V,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,3,0.00,1,1,1,3337015,0.50,4,0.50,1,1,,,,,,,,,,,
4,i70ro8bw,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.186.38.2,2017-08-18 00:00:02.518910+00:00,0,1,A1XAOEDK0Y2KBT,32Z9ZLUT1MZ9AAPH8Q2CDEGA3CAHOJ,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,4,0.00,1,1,2,7188868,0.50,2,0.50,1,1,,,,,,,,,,,
5,l4juhcwz,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.132.249,2017-08-18 00:00:12.440603+00:00,0,1,A1LUM8ICNKFUX0,3LRKMWOKB6WHUO06REAM68HCYXV2ZO,0.40,$0.65,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,5,0.00,1,1,2,5304810,0.40,3,0.40,1,1,,,,,,,,,,,
6,70cebnfd,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.13.194.229,2017-08-18 00:00:33.493233+00:00,0,1,AWOLBQZMUHKTU,3G5W44VEU8XCKN9RQSS1LXN047NKG3,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,6,0.00,1,1,2,1279004,0.50,4,0.50,1,1,,,,,,,,,,,
7,vrslga0y,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.150.135.91,2017-08-18 00:00:45.611551+00:00,0,1,ASIBZ1YHF6RQ3,3OS4RQUCRAU5DK929V9Q494YGYEFBF,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,7,0.00,1,1,1,3847689,0.50,7,0.50,1,1,,,,,,,,,,,
8,3v6bz0fw,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.178.64.67,2017-08-18 00:00:45.508360+00:00,0,1,A1LRDHZZUVF9AZ,3NJM2BJS4XL0E2Q21Y1QRNOK0P1CPM,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,8,0.00,1,1,1,6523879,0.00,5,0.50,0,1,,,,,,,,,,,
9,yefusggj,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.111.221.243,2017-08-18 00:02:16.102006+00:00,0,1,A3QDFV8LK9A1HX,3VBEN272MLEA86MZV113CJEAL10SGS,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,9,0.00,1,1,2,6788195,0.50,8,0.50,1,1,,,,,,,,,,,
10,2sk78qpc,,0,9,10,ultimatum_windfall_vignette,1,Results,10.169.197.46,2017-08-18 00:03:15.917231+00:00,0,1,A38R7SIVV118KT,3BDCF01OGY9NQKC95YQ87X7JY3ILY5,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,10,0.00,1,1,2,,0.00,5,0.50,0,1,,,,,,,,,,,
11,r11w5l43,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.69.205.24,2017-08-18 00:04:12.729113+00:00,0,1,A1VJN1Y35LDNPE,39RP059MEI8BJU1JVID3ZZO7DZQMBT,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,11,0.00,1,1,1,4456496,0.50,6,0.50,1,1,,,,,,,,,,,
12,h258dp0w,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.132.249,2017-08-18 00:05:44.174163+00:00,0,1,A4IX0UUC3A3GY,3Y54SXRO1M0USO0946VAQ3BNWSTTUI,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,12,0.00,1,1,2,316878,0.50,6,0.50,1,1,,,,,,,,,,,
13,eydpzbpp,,0,3,10,consent_start2_copy,1,Proceed,10.157.112.148,2017-08-18 00:06:21.641289+00:00,0,1,A3891AS26VQIAS,3YZ8UPK3VU1D67YYIK0K1TBJ86TUC0,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,13,0.00,1,1,13,,0.00,1,,,1,,,,,,,,,,,
14,s4k7jzda,,0,9,10,ultimatum_windfall_vignette,1,Results,10.143.28.92,2017-08-18 00:06:23.661032+00:00,0,1,A1THXHPVWVEWNZ,30MVJZJNHNS2UTG1U1MFS110L5T9J3,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,14,0.00,1,1,2,,0.00,9,0.50,0,1,,,,,,,,,,,
15,f9ri5luv,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.13.194.229,2017-08-18 00:12:07.848696+00:00,0,1,A1G17IJC53N6K3,3VAR3R6G1QGGHZOO5M8601NB0TLO8C,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,15,0.00,1,1,2,6069504,0.50,7,0.50,1,1,,,,,,,,,,,
16,y0dzrigk,,0,3,10,consent_start2_copy,1,Proceed,10.141.27.204,2017-08-18 00:12:48.684706+00:00,0,1,A390LJJVHF36FX,3M0NZ3JDP2D9TLJT9XCK4FKOI7NZ5N,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,16,0.00,1,1,16,,0.00,1,,,1,,,,,,,,,,,
17,gvbe60sh,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.81.229.55,2017-08-18 00:15:19.586735+00:00,0,1,A2CTUC9T6QF10J,31T4R4OBOTVB8WM25C79R1XZ0VXC7H,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,17,0.00,1,1,1,271950,0.50,8,0.50,1,1,,,,,,,,,,,
18,4k8x65p2,,0,3,10,consent_start2_copy,1,Proceed,10.179.204.228,2017-08-18 00:18:22.548531+00:00,0,1,A2YLK83DQ6PA5Y,3RANCT1ZVGWUW26S4K4PQ951QLUBUB,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,18,0.00,1,1,18,,0.00,1,,,1,,,,,,,,,,,
19,s6xnuslq,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.187.70.119,2017-08-18 00:18:39.844712+00:00,0,1,A1GRLZL4F72RBJ,3R2PKQ87NXNL62FP1S5KLMSK8PCIM0,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,19,0.00,1,1,1,5300281,0.00,9,0.50,0,1,,,,,,,,,,,
20,mo77xtxt,,0,9,10,ultimatum_windfall_vignette,1,Results,10.179.55.98,2017-08-18 00:21:46.176536+00:00,0,1,A2R7GB0KGZQVWY,3Z7ISHFUH1ASG32V7VJNGZUFKXPZ8Q,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,20,0.00,1,1,1,,0.00,10,0.10,0,1,,,,,,,,,,,
21,56zu748p,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.167.190.210,2017-08-18 00:25:31.112030+00:00,0,1,A1CD3C4WYCBVL8,338JKRMM27EK86VGY7XUCJW5EV9AHG,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,21,0.00,1,1,2,9306738,0.00,10,0.10,0,1,,,,,,,,,,,
22,h0i4ecav,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.135.32,2017-08-18 00:26:01.411727+00:00,0,1,A1LEWF3XCAKF39,3Q8GYXHFEQHWLS8JHJSCTHJ39P35CW,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,22,0.00,1,1,1,6256564,0.50,11,0.50,1,1,,,,,,,,,,,
23,qkvyck7d,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.143.28.92,2017-08-18 00:27:52.472307+00:00,0,1,AXZZ4FQQWUZ2W,3OS4RQUCRAU5DK929V9Q494YGYHBFE,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,23,0.00,1,1,2,4042845,0.00,15,0.00,1,1,,,,,,,,,,,
24,gu2b809t,,0,10,10,ultimatum_windfall_vignette,1,Validation,10.71.211.222,2017-08-18 00:32:49.125625+00:00,0,1,A3BXT78QXFC6F3,3ZQIG0FLQFVMXKT341AQ99K5ETNVW2,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,24,0.00,1,1,1,,0.00,12,0.00,0,1,,,,,,,,,,,
25,gb557t1n,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.31.48.247,2017-08-18 00:30:15.928930+00:00,0,1,AB8NQXV998NFM,3DH6GAKTYZ47V9TDKZHHFCIHDCTYZ4,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,25,0.00,1,1,2,9400657,0.50,11,0.50,1,1,,,,,,,,,,,
26,lwgdrb4h,,0,9,10,ultimatum_windfall_vignette,1,Results,10.164.78.133,2017-08-18 00:32:44.262884+00:00,0,1,A2TFP54ZE2YC0H,3KRVW3HTZO0A0GIL64ZYPOY7HNFMSX,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,26,0.00,1,1,2,,0.00,12,0.00,0,1,,,,,,,,,,,
27,5ht9b5fj,,0,3,10,consent_start2_copy,1,Proceed,10.164.172.163,2017-08-18 00:37:38.041208+00:00,0,1,A3TK7HVFEKB00R,3C44YUNSI24AJUWG1UW1BT62LPHDPR,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,27,0.00,1,1,27,,0.00,1,,,1,,,,,,,,,,,
28,6bopez6t,,0,3,10,consent_start2_copy,1,Proceed,10.157.160.84,2017-08-18 00:38:21.693333+00:00,0,1,A1Y0TVTUOA8C61,32Z9ZLUT1MZ9AAPH8Q2CDEGA3CEOHU,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,28,0.00,1,1,28,,0.00,1,,,1,,,,,,,,,,,
29,kyxa0bq6,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.152.65.114,2017-08-18 00:39:47.986599+00:00,0,1,A35RFJV8YHZ85U,3X0H8UUIT2365SCZA65LYM0YFPUWSZ,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,29,0.00,1,1,1,6068077,0.50,13,0.50,1,1,,,,,,,,,,,
30,61ie764a,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.164.78.133,2017-08-18 00:40:20.952583+00:00,0,1,A3PDU77SEW7L9I,3JMSRU9HQJ9SGK7CJ1GKN3D57PJEV6,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,30,0.00,1,1,2,969767,0.50,13,0.50,1,1,,,,,,,,,,,
31,yil5bxpe,,0,9,10,ultimatum_windfall_vignette,1,Results,10.30.24.121,2017-08-18 00:42:01.180463+00:00,0,1,A2F1JTU06CO6VD,39ASUFLU6YMKK9C7JGH2BOAQN0RXES,0.70,$0.95,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,31,0.00,1,1,1,,0.70,14,0.30,1,1,,,,,,,,,,,
32,yzt0jsrn,,0,3,10,consent_start2_copy,1,Proceed,10.155.8.85,2017-08-18 00:45:09.430352+00:00,0,1,A10EFQ1YM2LFK6,31IBVUNM9TEKMY78EC0Q5LY5JQYVF5,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,32,0.00,1,1,32,,0.00,1,,,1,,,,,,,,,,,
33,52v4svun,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.33.230.36,2017-08-18 00:48:23.046095+00:00,0,1,A1JMJCVG86Y5RT,3IJXV6UZ1YYC3ISH60117LMUECEIRR,0.30,$0.55,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,33,0.00,1,1,2,6766233,0.30,14,0.30,1,1,,,,,,,,,,,
34,75nb5b7q,,0,3,10,consent_start2_copy,1,Proceed,10.63.100.77,2017-08-18 00:49:22.771441+00:00,0,1,A1Z2XMXEZ1SEI6,3TYCR1GOTDYNVAME1KSRL4GL4XRLZ1,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,34,0.00,1,1,34,,0.00,1,,,1,,,,,,,,,,,
35,qgniyv6y,,0,9,10,ultimatum_windfall_vignette,1,Results,10.13.194.229,2017-08-18 00:49:27.601141+00:00,0,1,A35DZ5AAKNOKQ8,308XBLVESJJ2GAEB0Q9KLYIHJMUBRB,1.00,$1.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,35,0.00,1,1,1,,1.00,15,0.00,1,1,,,,,,,,,,,
36,p9vegmlj,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.16.227.159,2017-08-18 00:51:30.174518+00:00,0,1,A17KN7NAP48L4B,3TYCR1GOTDYNVAME1KSRL4GL4XRLZ1,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,36,0.00,1,1,1,9156220,0.50,16,0.50,1,1,,,,,,,,,,,
37,uuwdsf9n,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.109.135.32,2017-08-18 00:52:07.349909+00:00,0,1,A3HRH787M4P8F0,3VJ40NV2QJ2ZFJGC8KJ1RXJYE6ATOA,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,37,0.00,1,1,2,,0.50,16,0.50,1,1,,,,,,,,,,,
38,aoq7a09i,,0,3,10,consent_start2_copy,1,Proceed,10.13.194.229,2017-08-18 00:53:47.929080+00:00,0,1,A2O2BJS2PK29DP,3SEPORI8WOE6ZRVA4T31CQ0AALSZAX,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,38,0.00,1,1,38,,0.00,1,,,1,,,,,,,,,,,
39,72e6jra4,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.63.100.77,2017-08-18 01:03:22.452278+00:00,0,1,ALDQRWYZ8KQ9A,3HWRJOOET6HCOSQ8P6BFCGTY8LRSEH,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,39,0.00,1,1,1,9145702,0.50,17,0.50,1,1,,,,,,,,,,,
40,7v4zm2b2,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.71.208.240,2017-08-18 01:04:03.709798+00:00,0,1,A1K0S514CEY1UG,3NLZY2D53Q4EHILNEO9EUB4HZU5QLB,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,40,0.00,1,1,2,6436048,0.50,17,0.50,1,1,,,,,,,,,,,
41,hss5907p,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.30.24.121,2017-08-18 01:04:28.920496+00:00,0,1,A2LMNFSF3LG9VS,3C2NJ6JBKBWNDZMNOQZSBLA3OJU2NE,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,41,0.00,1,1,1,4140930,0.50,18,0.50,1,1,,,,,,,,,,,
42,29h4oang,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.142.142.206,2017-08-18 01:05:18.450376+00:00,0,1,A1JMB9Z7EYHU1O,3NC5L260MP1PWEYBD0ECAT4XNX4FOQ,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,42,0.00,1,1,2,6631828,0.50,18,0.50,1,1,,,,,,,,,,,
43,xow9agya,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.179.204.228,2017-08-18 01:06:00.675008+00:00,0,1,A1L3XBD6D9A54J,3YT88D1N09DBQBX3VDLH23YR02P3KL,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,43,0.00,1,1,1,4657011,0.50,19,0.50,1,1,,,,,,,,,,,
44,rqtzd6s0,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.157.148.138,2017-08-18 01:06:05.097201+00:00,0,1,A37NZ5CUEO3RX7,3DEL4X4EL70IQETYJHTWIR265CYXY9,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,44,0.00,1,1,2,,0.50,19,0.50,1,1,,,,,,,,,,,
45,ag4s7gvh,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.179.16.238,2017-08-18 01:09:49.021154+00:00,0,1,AY1A16F0PV2ES,3UJ1CZ6IZI4CS9XFE5IC8MNLVSTS5H,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,45,0.00,1,1,1,4021522,0.00,20,0.15,0,1,,,,,,,,,,,
46,9fvhciq8,,0,3,10,consent_start2_copy,1,Proceed,10.230.176.210,2017-08-18 01:12:51.456294+00:00,0,1,A1Z08W946P7WZJ,3WMOAN2SRCCWAQKPC0J3DQ7ELHNVNF,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,46,0.00,1,1,46,,0.00,1,,,1,,,,,,,,,,,
47,bk1etg0d,,0,9,10,ultimatum_windfall_vignette,1,Results,10.147.39.151,2017-08-18 01:14:41.594272+00:00,0,1,A4QETYCZNF6S1,3JWH6J9I9TSH1CMJ7JS3CED7IP8BNQ,0.00,$0.25,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,47,0.00,1,1,2,,0.00,20,0.15,0,1,,,,,,,,,,,
48,11kpg14e,,0,11,10,ultimatum_windfall_vignette,1,Validation,10.63.211.204,2017-08-18 01:16:37.873328+00:00,0,1,A12LMSWO1N554W,31EUONYN2WIESBK1DFJGSF7JBRTOVO,0.50,$0.75,zg3j6blu,,,3EHIMLB7F7E33Y47B78FR8UP2AG8HP,3MU03ZNWVE417KSB0OOMNMU5K2A5FU,,0,$0.25,direct_response,0.01,48,0.00,1,1,2,9378694,0.50,21,0.50,1,1,,,,,,,,,,,
